"","status","tempo_empresa","moradia","tempo_emprestimo","idade","estado_civil","registros","trabalho","despesas","renda","ativos","dividas","valor_emprestimo","preco_do_bem"
"3518","bom",15,"priv",60,33,"solteira(o)","não","fixo",35,163,5000,0,1000,2244
"3519","bom",14,"pais",18,29,"casada(o)","não","fixo",45,162,0,0,600,2120
"3520","bom",2,"própria",60,30,"casada(o)","não","meio período",35,154,2500,500,1000,1725
"3521","bom",9,"própria",60,47,"casada(o)","não","fixo",60,55,9500,0,600,1164
"3522","ruim",0,"pais",60,24,"solteira(o)","não","fixo",35,53,0,0,1200,1497
"3523","bom",48,"própria",36,62,"casada(o)","não","autônomo",60,NA,25000,0,180,350
"3524","bom",14,"pais",24,28,"casada(o)","não","fixo",45,192,0,0,1000,1736
"3525","bom",3,"própria",24,41,"casada(o)","não","autônomo",60,NA,11000,0,800,1173
"3526","bom",14,"própria",36,36,"casada(o)","sim","fixo",75,115,11000,3600,1250,1550
"3527","bom",16,"própria",60,33,"casada(o)","não","fixo",45,90,6000,0,1500,1630
"3528","ruim",29,"própria",60,52,"casada(o)","não","meio período",45,175,2500,0,1186,1286
"3529","bom",3,"própria",60,36,"casada(o)","sim","autônomo",35,60,2500,0,2300,2965
"3530","bom",6,"própria",48,28,"casada(o)","não","fixo",45,114,3500,0,650,1255
"3531","bom",47,"própria",48,61,"casada(o)","não","fixo",35,110,5500,30,1200,1200
"3532","bom",14,"própria",60,34,"casada(o)","não","fixo",45,130,4000,0,1100,1654
"3533","ruim",5,"pais",48,23,"solteira(o)","não","meio período",35,92,0,0,1200,1200
"3534","ruim",1,"própria",36,41,"solteira(o)","sim","autônomo",35,NA,15000,0,1500,2500
"3535","bom",6,"outras",36,23,"solteira(o)","não","fixo",35,68,0,0,600,1271
"3536","bom",4,"pais",60,24,"casada(o)","não","fixo",35,130,0,0,800,897
"3537","bom",1,"própria",12,61,"casada(o)","não","outros",45,103,20000,0,300,650
"3538","bom",8,"priv",60,45,"casada(o)","não","autônomo",75,200,35000,0,800,1270
"3539","bom",6,"pais",60,30,"separada(o)","não","fixo",45,170,0,0,750,1674
"3540","bom",6,"pais",60,26,"solteira(o)","sim","fixo",35,270,0,0,1800,1921
"3541","bom",15,"própria",60,34,"casada(o)","não","fixo",45,82,3500,0,750,1624
"3542","bom",17,"alugada",24,50,"casada(o)","não","autônomo",68,79,1000,0,1000,3782
"3543","ruim",6,"alugada",60,45,"casada(o)","não","fixo",59,139,0,0,1350,1612
"3544","bom",18,"própria",60,51,"casada(o)","não","fixo",60,205,8000,0,1100,1350
"3545","bom",15,"própria",48,29,"casada(o)","sim","fixo",35,100,8500,1300,500,873
"3546","bom",0,"própria",24,20,"solteira(o)","não","meio período",45,188,2000,1500,300,315
"3547","bom",2,"própria",48,55,"casada(o)","não","outros",35,135,8000,0,800,800
"3548","ruim",6,"alugada",48,37,"solteira(o)","não","fixo",55,200,0,0,1450,1650
"3549","bom",23,"alugada",60,43,"casada(o)","não","fixo",54,92,NA,0,1080,1222
"3550","bom",3,"própria",24,32,"casada(o)","não","fixo",45,120,5000,0,800,1023
"3551","bom",18,"própria",60,42,"casada(o)","não","fixo",45,172,3500,0,1850,2034
"3552","bom",0,"pais",60,21,"solteira(o)","não","autônomo",35,44,0,0,1200,1311
"3553","bom",3,"alugada",60,30,"casada(o)","não","fixo",77,169,0,0,1500,2037
"3554","ruim",0,"priv",6,22,"solteira(o)","sim","meio período",35,115,1000,0,250,800
"3555","bom",15,"própria",24,41,"casada(o)","sim","meio período",45,180,6000,0,700,1888
"3556","bom",15,"própria",48,55,"casada(o)","não","autônomo",35,NA,14500,0,2000,2848
"3557","ruim",12,"alugada",60,30,"solteira(o)","sim","fixo",44,86,0,0,1300,1380
"3558","bom",15,"alugada",48,45,"casada(o)","não","fixo",88,130,3000,0,1300,1591
"3559","bom",2,"alugada",60,29,"casada(o)","não","fixo",80,200,0,0,1250,1250
"3560","bom",14,"própria",36,39,"casada(o)","não","fixo",60,167,5000,0,1350,1355
"3561","bom",4,"própria",36,26,"casada(o)","não","fixo",35,100,6500,3900,500,500
"3562","bom",1,"priv",60,22,"solteira(o)","não","meio período",35,73,4500,4300,1000,1485
"3563","ruim",4,"alugada",60,53,"viúva(o)","não","outros",37,22,20000,0,1300,1498
"3564","bom",2,"própria",36,37,"casada(o)","não","fixo",60,83,3500,0,310,1119
"3565","ruim",1,"alugada",36,28,"casada(o)","sim","fixo",47,122,0,0,950,1100
"3566","bom",15,"outras",36,39,"separada(o)","não","fixo",45,116,4000,0,600,1196
"3567","bom",4,"própria",60,25,"solteira(o)","não","autônomo",35,100,25000,0,2250,2270
"3568","ruim",3,"pais",60,27,"solteira(o)","sim","fixo",35,117,0,0,1500,2190
"3569","bom",6,"própria",60,35,"casada(o)","não","fixo",60,135,4500,1000,1658,1675
"3570","bom",16,"pais",48,31,"solteira(o)","sim","fixo",35,72,0,0,850,1228
"3571","bom",5,"própria",60,41,"casada(o)","não","fixo",60,266,14800,0,2500,2600
"3572","bom",31,"própria",60,58,"casada(o)","não","fixo",60,293,8000,0,1500,1655
"3573","bom",38,"própria",24,56,"casada(o)","sim","fixo",75,98,7000,0,300,1308
"3574","bom",1,"pais",60,26,"solteira(o)","não","fixo",35,57,0,0,1200,1512
"3575","bom",17,"própria",60,44,"casada(o)","não","fixo",45,116,3000,0,800,1654
"3576","bom",17,"alugada",60,52,"casada(o)","não","fixo",65,200,0,0,1400,1407
"3577","bom",22,"própria",60,54,"casada(o)","não","fixo",35,104,3000,0,1050,1282
"3578","ruim",11,"outras",60,48,"casada(o)","não","fixo",75,225,0,0,1300,1550
"3579","bom",5,"própria",18,28,"casada(o)","não","fixo",35,141,5500,0,650,1258
"3580","ruim",1,"alugada",36,37,"casada(o)","não","meio período",75,145,0,0,1100,1871
"3581","ruim",1,"pais",48,36,"casada(o)","não","meio período",60,45,0,0,1200,1401
"3582","bom",14,"alugada",60,38,"casada(o)","não","fixo",75,146,0,0,1350,1413
"3583","bom",0,"pais",60,34,"casada(o)","não","fixo",45,225,8000,2300,800,1850
"3584","bom",20,"própria",48,60,"casada(o)","não","autônomo",35,142,12000,0,500,1154
"3585","bom",7,"própria",60,53,"casada(o)","não","fixo",45,161,6000,2000,1000,1460
"3586","bom",2,"pais",12,26,"solteira(o)","não","fixo",35,105,0,0,360,1258
"3587","bom",5,"própria",60,49,"casada(o)","não","fixo",35,121,3000,0,1200,1642
"3588","ruim",4,"alugada",60,37,"solteira(o)","sim","fixo",79,436,0,0,1500,1550
"3589","bom",0,"própria",24,30,"casada(o)","não","meio período",60,76,4500,0,400,450
"3590","ruim",0,"pais",12,23,"solteira(o)","não","meio período",35,37,2500,0,120,300
"3591","bom",15,"própria",60,53,"casada(o)","não","autônomo",45,148,6000,0,1000,1330
"3592","bom",2,"pais",60,24,"solteira(o)","não","autônomo",35,214,7000,2400,2000,2570
"3593","bom",1,"própria",48,35,"casada(o)","não","autônomo",90,174,11900,0,900,1220
"3594","bom",0,"própria",60,49,"casada(o)","não","fixo",60,400,5000,0,1200,1283
"3595","bom",4,"priv",60,37,"casada(o)","não","autônomo",75,120,10500,1500,1200,1341
"3596","ruim",11,"alugada",48,53,"casada(o)","sim","fixo",81,210,0,0,1260,1538
"3597","ruim",0,"alugada",36,33,"casada(o)","sim","meio período",76,155,0,0,440,440
"3598","bom",2,"pais",48,22,"solteira(o)","não","fixo",35,185,0,0,1000,2130
"3599","bom",3,"alugada",36,23,"solteira(o)","não","fixo",59,244,3100,0,700,1199
"3600","ruim",7,"alugada",60,39,"casada(o)","não","fixo",103,130,0,0,950,1215
"3601","bom",12,"própria",60,28,"casada(o)","não","fixo",45,167,3000,1750,250,1188
"3602","bom",15,"alugada",36,36,"casada(o)","não","fixo",60,145,0,0,900,1621
"3603","bom",0,"pais",60,21,"solteira(o)","não","outros",35,149,3000,0,1400,1829
"3604","ruim",0,"própria",60,33,"separada(o)","não","meio período",35,78,0,0,1030,1197
"3605","bom",8,"alugada",60,56,"casada(o)","não","fixo",62,266,5000,0,1000,1149
"3606","ruim",2,"pais",24,35,"casada(o)","não","fixo",45,175,0,0,1000,2393
"3607","bom",23,"própria",36,41,"casada(o)","não","fixo",60,169,37000,180,1000,1457
"3608","bom",28,"própria",36,46,"casada(o)","não","fixo",75,170,6000,0,750,800
"3609","bom",16,"própria",36,55,"casada(o)","não","fixo",35,140,6000,0,1100,2136
"3610","bom",7,"própria",60,44,"casada(o)","não","fixo",90,271,11000,5500,800,945
"3611","bom",2,"pais",48,25,"solteira(o)","não","fixo",35,91,0,0,900,1763
"3612","bom",20,"alugada",60,54,"casada(o)","não","fixo",43,75,0,0,800,1263
"3613","ruim",0,"outras",30,21,"solteira(o)","não","meio período",35,162,0,0,400,400
"3614","bom",10,"pais",48,28,"solteira(o)","não","fixo",35,135,6000,0,1500,2164
"3615","bom",5,"pais",12,32,"casada(o)","não","autônomo",35,147,0,0,300,750
"3616","ruim",2,"própria",36,30,"solteira(o)","não","autônomo",35,177,6500,2300,1750,2750
"3617","bom",7,"outras",24,30,"solteira(o)","não","fixo",35,102,0,0,400,1541
"3618","bom",1,"pais",60,21,"solteira(o)","não","fixo",35,200,0,0,900,1088
"3619","bom",14,"outras",60,30,"casada(o)","não","fixo",45,130,0,0,1500,2414
"3620","ruim",0,NA,60,26,"casada(o)","não","meio período",45,150,5000,0,1300,1429
"3621","bom",3,"própria",60,38,"casada(o)","não","fixo",75,125,9000,0,1250,1415
"3622","bom",15,"própria",60,32,"casada(o)","não","fixo",45,108,4500,0,1100,1213
"3623","bom",10,"alugada",30,51,"casada(o)","não","fixo",60,150,0,0,1300,1378
"3624","bom",4,"própria",36,38,"casada(o)","não","autônomo",35,142,4000,0,800,970
"3625","bom",0,"alugada",60,30,"casada(o)","não","fixo",64,188,0,0,1400,1475
"3626","bom",0,"pais",48,27,"solteira(o)","não","meio período",35,140,0,0,700,750
"3627","bom",2,"própria",36,60,"casada(o)","não","fixo",35,122,3000,0,825,900
"3628","bom",14,"própria",48,48,"casada(o)","não","fixo",45,112,6000,0,800,1037
"3629","ruim",2,"pais",60,22,"solteira(o)","sim","fixo",35,110,0,0,1360,1435
"3630","bom",3,"própria",36,47,"casada(o)","não","autônomo",60,106,10000,0,800,1649
"3631","bom",32,"própria",48,46,"casada(o)","não","fixo",45,150,8000,0,1000,1093
"3632","ruim",1,"outras",48,27,"solteira(o)","sim","meio período",35,105,0,0,1300,1533
"3633","bom",14,"própria",48,41,"casada(o)","sim","fixo",75,72,4000,0,800,1117
"3634","bom",13,"própria",48,45,"casada(o)","não","fixo",45,106,4000,0,400,1615
"3635","bom",16,"própria",12,56,"casada(o)","não","autônomo",45,65,17000,0,650,1665
"3636","ruim",7,"priv",60,36,"casada(o)","sim","fixo",60,300,7000,0,2000,2485
"3637","ruim",14,"alugada",60,41,"casada(o)","não","fixo",54,92,0,0,1450,1482
"3638","bom",14,"priv",24,54,"casada(o)","não","fixo",45,100,9000,0,650,1150
"3639","bom",15,"própria",60,38,"casada(o)","não","fixo",45,118,4000,2600,1250,1616
"3640","ruim",11,"alugada",60,38,"casada(o)","não","fixo",82,71,0,0,900,977
"3641","bom",4,"própria",48,35,"casada(o)","não","autônomo",60,NA,8000,0,1000,1613
"3642","bom",2,"pais",60,24,"solteira(o)","não","fixo",35,101,0,0,1600,1600
"3643","bom",3,"própria",60,30,"casada(o)","não","fixo",60,164,4500,0,800,975
"3644","bom",1,"própria",60,30,"solteira(o)","sim","autônomo",35,57,4000,2100,1500,1950
"3645","bom",20,"própria",48,53,"casada(o)","não","autônomo",35,NA,6000,0,1157,1200
"3646","bom",20,"própria",60,46,"casada(o)","não","fixo",35,140,9000,0,800,1300
"3647","bom",22,"própria",48,40,"casada(o)","não","fixo",45,180,NA,0,1200,2206
"3648","bom",3,"pais",18,24,"solteira(o)","não","fixo",35,80,0,0,200,350
"3649","ruim",11,"própria",48,36,"casada(o)","sim","fixo",35,81,5000,2000,570,1177
"3650","bom",1,"outras",24,24,"solteira(o)","não","fixo",35,114,0,0,400,550
"3651","bom",9,"própria",60,39,"casada(o)","não","fixo",35,350,8000,0,1250,1304
"3652","ruim",0,"outras",60,32,"solteira(o)","não","fixo",35,73,NA,0,1580,1785
"3653","bom",10,"própria",60,37,"casada(o)","sim","autônomo",60,107,20000,600,1000,1175
"3654","bom",22,"própria",60,42,"casada(o)","sim","fixo",45,120,5000,0,1350,1650
"3655","bom",5,"alugada",48,48,"casada(o)","sim","fixo",46,110,0,0,600,1100
"3656","ruim",0,"própria",60,42,"casada(o)","sim","meio período",35,130,7000,3000,950,950
"3657","ruim",3,"alugada",48,25,"casada(o)","sim","autônomo",35,NA,0,0,1300,1361
"3658","bom",8,"própria",60,42,"solteira(o)","não","fixo",35,96,2500,0,1500,1520
"3659","bom",23,"própria",24,47,"casada(o)","não","fixo",35,114,3000,0,400,765
"3660","bom",6,"alugada",36,24,"casada(o)","não","fixo",63,175,0,0,650,750
"3661","ruim",5,"própria",60,39,"solteira(o)","sim","autônomo",75,72,NA,0,1000,1042
"3662","bom",6,"pais",18,27,"solteira(o)","não","autônomo",35,140,0,0,600,2724
"3663","bom",7,"alugada",36,49,"casada(o)","não","fixo",57,115,0,0,675,675
"3664","ruim",1,"outras",36,23,"solteira(o)","não","meio período",35,66,0,0,450,500
"3665","bom",5,"própria",60,32,"casada(o)","não","fixo",35,124,4000,0,2000,3400
"3666","ruim",26,"priv",60,41,"separada(o)","sim","fixo",35,201,4700,3100,2400,2700
"3667","ruim",1,"pais",60,20,"solteira(o)","não","meio período",35,80,0,0,1300,1525
"3668","bom",5,"priv",60,31,"casada(o)","não","fixo",35,90,3000,0,900,1152
"3669","bom",22,"própria",48,48,"casada(o)","não","fixo",60,110,3000,0,1000,1460
"3670","bom",20,"própria",36,49,"casada(o)","não","fixo",45,122,9000,0,1100,1794
"3671","bom",7,"própria",60,35,"casada(o)","sim","fixo",45,315,10000,4000,2400,2432
"3672","bom",1,"alugada",36,27,"solteira(o)","não","fixo",62,270,0,0,600,825
"3673","bom",7,"pais",24,40,"casada(o)","não","fixo",60,200,10000,0,1000,3429
"3674","ruim",5,"outras",24,25,"casada(o)","não","fixo",60,NA,0,0,500,750
"3675","bom",7,"priv",60,32,"casada(o)","não","fixo",60,242,3500,2000,1000,2236
"3676","bom",16,"própria",48,48,"casada(o)","não","autônomo",35,364,5000,0,900,1077
"3677","bom",5,"própria",24,38,"casada(o)","não","autônomo",60,182,5000,0,1250,2724
"3678","bom",3,"própria",12,24,"solteira(o)","sim","fixo",35,105,6000,0,500,1138
"3679","bom",0,"própria",12,36,"casada(o)","não","autônomo",45,NA,8000,0,1300,1591
"3680","bom",16,"própria",48,40,"casada(o)","não","fixo",60,225,20000,3000,700,834
"3681","bom",17,"outras",48,62,"solteira(o)","não","fixo",35,100,0,0,900,1000
"3682","ruim",0,"alugada",60,33,"casada(o)","não","meio período",54,85,0,0,1300,1797
"3683","bom",0,"própria",48,63,"casada(o)","não","outros",35,100,6000,2900,1000,1439
"3684","bom",8,"própria",60,51,"casada(o)","não","fixo",45,250,4000,0,1000,1250
"3685","ruim",3,"alugada",60,22,"casada(o)","não","fixo",60,150,0,0,950,1945
"3686","bom",6,"própria",24,39,"casada(o)","não","autônomo",60,178,18000,0,1000,2099
"3687","bom",20,"própria",60,63,"casada(o)","não","fixo",45,256,7000,0,1000,1500
"3688","bom",16,"priv",48,34,"casada(o)","não","fixo",60,85,2000,0,800,1866
"3689","bom",0,"própria",60,24,"solteira(o)","não","outros",35,82,10000,0,1600,1680
"3690","bom",5,"própria",36,52,"casada(o)","não","fixo",35,220,12000,5000,1250,1542
"3691","ruim",1,"própria",36,45,"casada(o)","sim","autônomo",75,NA,4000,0,800,800
"3692","bom",1,"pais",36,20,"solteira(o)","não","fixo",35,61,0,0,800,995
"3693","ruim",5,"alugada",60,31,"casada(o)","sim","fixo",69,88,0,0,1200,1200
"3694","ruim",15,"outras",60,46,"casada(o)","sim","autônomo",35,244,8000,0,2250,2758
"3695","bom",2,"própria",36,24,"casada(o)","sim","fixo",35,160,3100,400,800,1928
"3696","bom",1,"alugada",36,46,"casada(o)","não","fixo",57,119,0,0,600,800
"3697","ruim",18,"alugada",24,35,"casada(o)","não","meio período",96,63,0,0,600,888
"3698","bom",20,"própria",36,48,"casada(o)","não","fixo",45,257,3000,0,900,1193
"3699","bom",10,"alugada",18,34,"divorciada(o)","não","fixo",54,189,0,0,800,2215
"3700","ruim",11,"alugada",24,38,"casada(o)","sim","fixo",72,123,0,0,270,1676
"3701","ruim",0,"pais",60,36,"solteira(o)","não","fixo",35,130,0,0,1600,1678
"3702","ruim",1,"alugada",60,22,"solteira(o)","não","fixo",46,113,0,0,1600,1989
"3703","bom",36,"própria",60,55,"casada(o)","não","fixo",45,102,12000,0,2000,2684
"3704","bom",2,"priv",24,51,"casada(o)","não","autônomo",45,NA,10500,0,600,943
"3705","bom",11,"alugada",18,28,"casada(o)","sim","autônomo",64,190,2000,0,700,1224
"3706","bom",8,"própria",36,31,"casada(o)","não","fixo",45,110,5000,2000,540,1102
"3707","bom",2,"própria",36,28,"casada(o)","não","fixo",45,80,2000,0,550,1572
"3708","bom",4,"alugada",36,38,"casada(o)","não","fixo",55,98,0,0,350,850
"3709","bom",3,"própria",24,43,"casada(o)","não","autônomo",75,NA,3000,0,650,1548
"3710","bom",4,"própria",60,32,"casada(o)","não","fixo",60,147,3500,0,830,935
"3711","bom",3,"própria",60,38,"solteira(o)","não","fixo",35,250,5000,0,1500,1934
"3712","ruim",1,"pais",48,18,"solteira(o)","não","meio período",45,95,4000,0,600,1472
"3713","bom",16,"própria",36,55,"casada(o)","sim","fixo",60,230,5000,0,1200,1460
"3714","bom",1,"própria",18,38,"casada(o)","não","outros",35,NA,4000,0,480,1059
"3715","bom",12,"própria",36,38,"casada(o)","não","fixo",60,130,5000,0,700,950
"3716","bom",18,"própria",60,48,"casada(o)","não","fixo",45,104,5500,25,800,1021
"3717","bom",3,"priv",18,23,"solteira(o)","não","outros",35,NA,12000,0,450,1450
"3718","bom",10,"própria",48,50,"casada(o)","não","autônomo",45,128,11500,0,500,1195
"3719","bom",14,"própria",60,43,"casada(o)","não","fixo",60,120,5000,0,1250,1557
"3720","ruim",2,"pais",36,26,"solteira(o)","não","autônomo",35,66,0,0,750,865
"3721","bom",7,"própria",36,23,"casada(o)","não","fixo",35,247,5000,400,1500,1785
"3722","bom",5,"própria",36,38,"casada(o)","não","autônomo",60,63,4000,0,1050,1443
"3723","ruim",5,"própria",48,39,"casada(o)","sim","autônomo",60,66,10000,0,875,875
"3724","bom",27,"própria",18,48,"casada(o)","não","autônomo",35,70,5000,0,800,1578
"3725","bom",3,"alugada",36,30,"casada(o)","sim","autônomo",59,140,0,0,1300,2115
"3726","bom",2,"priv",48,30,"casada(o)","sim","fixo",45,178,5000,0,1150,1627
"3727","bom",10,"outras",60,48,"casada(o)","não","fixo",35,203,4000,1500,1520,1636
"3728","bom",16,"própria",6,41,"casada(o)","não","fixo",75,87,3000,0,200,625
"3729","bom",15,"própria",60,39,"casada(o)","não","autônomo",60,555,40000,0,1500,4000
"3730","ruim",14,"própria",36,33,"solteira(o)","não","autônomo",35,NA,4000,1500,700,1700
"3731","bom",4,"pais",60,25,"casada(o)","não","autônomo",35,95,25000,0,1650,1900
"3732","bom",3,"pais",36,20,"solteira(o)","sim","fixo",35,55,0,0,600,1625
"3733","bom",2,"pais",36,28,"solteira(o)","não","fixo",35,140,1000,0,1000,1693
"3734","ruim",25,"priv",60,56,"casada(o)","sim","autônomo",90,85,3500,0,800,975
"3735","bom",6,"alugada",48,26,"solteira(o)","sim","fixo",65,198,0,0,950,1111
"3736","bom",1,"priv",60,27,"casada(o)","não","autônomo",35,130,4650,2850,2000,2240
"3737","bom",30,"própria",12,52,"casada(o)","não","autônomo",45,80,7000,0,1100,2487
"3738","bom",10,"pais",24,33,"solteira(o)","não","autônomo",35,200,70000,12000,1100,1457
"3739","bom",4,"própria",48,24,"casada(o)","não","fixo",35,95,2500,0,900,1625
"3740","bom",12,"própria",36,46,"casada(o)","não","autônomo",45,NA,8000,0,500,500
"3741","bom",30,"própria",54,54,"viúva(o)","não","autônomo",35,224,20000,0,1100,1603
"3742","bom",20,"própria",60,44,"casada(o)","não","fixo",60,168,3000,0,1400,1599
"3743","ruim",1,"alugada",60,28,"casada(o)","não","autônomo",53,179,0,0,1825,2275
"3744","ruim",2,"priv",24,20,"solteira(o)","não","autônomo",35,107,54000,0,2000,2600
"3745","bom",4,"própria",60,23,"casada(o)","não","fixo",35,160,6500,3700,1500,1661
"3746","bom",4,"alugada",36,60,"casada(o)","não","fixo",56,111,0,0,500,675
"3747","ruim",3,"alugada",60,26,"casada(o)","não","fixo",53,80,0,0,950,989
"3748","bom",11,"própria",60,30,"casada(o)","sim","fixo",35,110,4000,62,1100,1347
"3749","bom",6,"pais",60,26,"casada(o)","não","fixo",60,108,0,0,1200,1250
"3750","bom",14,"alugada",60,41,"casada(o)","não","fixo",53,181,0,0,1150,2497
"3751","ruim",3,"pais",48,38,"casada(o)","não","meio período",60,67,0,0,1000,1045
"3752","ruim",1,"própria",36,36,"casada(o)","não","fixo",45,25,3000,2000,1100,1332
"3753","bom",20,"própria",60,40,"divorciada(o)","não","autônomo",60,150,5500,0,1400,1928
"3754","bom",20,"alugada",60,45,"casada(o)","não","fixo",92,170,0,0,1000,2415
"3755","ruim",0,"alugada",48,25,"casada(o)","não","fixo",60,150,0,0,1350,1450
"3756","bom",12,"alugada",48,46,"casada(o)","sim","fixo",104,294,0,0,1350,1352
"3757","bom",9,"priv",48,46,"casada(o)","não","fixo",45,100,37000,0,800,904
"3758","bom",0,"pais",48,28,"solteira(o)","não","autônomo",35,100,0,0,900,1400
"3759","bom",2,"própria",48,38,"casada(o)","sim","fixo",75,192,23000,3000,700,970
"3760","bom",3,"pais",60,24,"solteira(o)","não","fixo",35,100,0,0,1500,2100
"3761","ruim",4,"alugada",48,23,"casada(o)","não","autônomo",52,171,0,0,1150,1450
"3762","bom",3,"priv",60,24,"solteira(o)","não","fixo",35,245,5000,0,1300,1360
"3763","ruim",1,NA,60,28,"casada(o)","sim","autônomo",45,NA,4000,0,1500,1661
"3764","bom",11,"própria",12,26,"casada(o)","sim","meio período",35,110,4500,2000,300,1248
"3765","ruim",1,"alugada",36,26,"solteira(o)","não","meio período",42,70,0,0,590,590
"3766","ruim",0,"alugada",48,23,"solteira(o)","não","meio período",42,72,0,0,700,875
"3767","bom",1,"alugada",60,29,"casada(o)","não","fixo",73,133,0,0,1000,1158
"3768","bom",10,"pais",36,34,"casada(o)","sim","autônomo",45,NA,10000,0,600,882
"3769","bom",9,"própria",24,30,"casada(o)","não","fixo",35,250,30000,0,1000,1594
"3770","bom",2,"própria",60,28,"casada(o)","não","autônomo",35,196,7000,3950,1600,1678
"3771","bom",3,"pais",60,36,"casada(o)","sim","fixo",60,92,0,0,1100,1355
"3772","bom",10,"própria",60,45,"casada(o)","não","autônomo",45,325,12000,1200,1300,1833
"3773","ruim",3,"priv",36,38,"divorciada(o)","sim","fixo",35,NA,12500,0,3000,4800
"3774","bom",10,"própria",48,33,"casada(o)","não","fixo",45,110,5000,0,1000,1160
"3775","ruim",2,"alugada",48,56,"solteira(o)","não","autônomo",51,157,11000,4500,1000,2008
"3776","bom",4,"outras",60,25,"solteira(o)","não","fixo",35,162,0,0,1800,2999
"3777","ruim",7,"pais",60,33,"solteira(o)","não","meio período",35,70,0,0,1300,1438
"3778","bom",5,"pais",48,27,"casada(o)","sim","autônomo",45,175,0,0,1000,1342
"3779","bom",16,"pais",24,44,"solteira(o)","não","autônomo",35,86,0,0,700,950
"3780","bom",0,"pais",24,26,"solteira(o)","não","meio período",35,69,0,0,107,125
"3781","ruim",7,"própria",60,28,"casada(o)","sim","fixo",60,148,8000,0,920,1021
"3782","ruim",2,"outras",48,25,"casada(o)","não","fixo",35,129,0,0,1580,1925
"3783","ruim",3,"alugada",60,44,"separada(o)","sim","fixo",60,150,0,0,1650,1772
"3784","bom",1,"própria",24,38,"casada(o)","não","fixo",60,102,3500,0,850,1260
"3785","bom",7,"própria",48,32,"casada(o)","sim","fixo",45,140,5500,0,550,1250
"3786","ruim",2,"própria",60,24,"solteira(o)","não","meio período",35,120,3000,0,1400,1513
"3787","bom",1,"pais",60,42,"casada(o)","não","fixo",60,66,7000,0,950,1589
"3788","bom",27,"alugada",24,50,"casada(o)","não","fixo",47,115,0,0,500,1636
"3789","bom",6,"própria",60,31,"casada(o)","não","fixo",35,84,3000,0,1400,1724
"3790","bom",3,"própria",60,26,"casada(o)","não","fixo",45,128,3000,0,1300,1790
"3791","bom",9,"priv",60,32,"casada(o)","não","fixo",60,155,12000,5000,1200,1400
"3792","ruim",5,"pais",24,26,"solteira(o)","não","fixo",35,140,0,0,450,900
"3793","bom",3,"alugada",48,26,"casada(o)","não","fixo",58,230,0,0,1150,1316
"3794","ruim",20,"outras",60,47,"casada(o)","sim","fixo",105,NA,0,0,750,843
"3795","bom",18,"priv",60,49,"casada(o)","não","fixo",60,140,4000,0,1050,1097
"3796","bom",19,"própria",60,54,"viúva(o)","sim","fixo",35,207,11000,4000,800,1336
"3797","bom",5,"alugada",36,40,"separada(o)","não","fixo",43,75,0,0,400,650
"3798","bom",8,"própria",60,33,"casada(o)","não","autônomo",45,250,10000,0,2500,3250
"3799","bom",2,"outras",36,35,"separada(o)","não","fixo",35,200,0,0,1600,1671
"3800","ruim",1,"própria",12,56,"casada(o)","não","outros",60,NA,3500,0,500,1705
"3801","bom",10,"própria",60,26,"casada(o)","não","fixo",45,135,5000,3700,1600,1767
"3802","bom",14,"própria",36,34,"casada(o)","não","fixo",60,143,5000,0,1400,1939
"3803","bom",13,"pais",48,31,"casada(o)","não","fixo",35,90,0,0,1000,1395
"3804","bom",4,NA,60,62,"casada(o)","não","autônomo",35,102,8000,0,1200,1405
"3805","bom",20,"própria",60,46,"solteira(o)","não","fixo",35,250,25000,4000,1450,1566
"3806","bom",15,"própria",60,49,"casada(o)","não","fixo",60,162,5000,0,1700,2081
"3807","bom",24,"própria",60,46,"casada(o)","não","fixo",60,140,6000,1000,1100,1653
"3808","bom",10,"própria",36,36,"casada(o)","não","fixo",35,235,12000,1700,1500,1985
"3809","bom",2,"pais",36,24,"solteira(o)","não","fixo",35,60,0,0,450,750
"3810","bom",21,"própria",24,44,"casada(o)","não","fixo",60,124,4000,0,800,2400
"3811","ruim",1,"alugada",60,24,"casada(o)","sim","meio período",42,70,0,0,1700,1761
"3812","bom",11,"própria",48,27,"casada(o)","não","fixo",35,140,4000,0,1500,1641
"3813","bom",12,"própria",60,27,"casada(o)","sim","fixo",35,100,3000,0,1300,1359
"3814","bom",5,"alugada",36,51,"casada(o)","não","fixo",63,184,0,0,635,785
"3815","ruim",6,"própria",48,26,"casada(o)","sim","fixo",35,90,5000,0,1390,1594
"3816","bom",1,"alugada",48,37,"casada(o)","sim","meio período",72,116,6000,0,1400,1661
"3817","bom",10,"própria",60,41,"casada(o)","não","outros",35,57,5000,0,1300,1863
"3818","ruim",0,"própria",60,27,"casada(o)","não","meio período",75,210,7000,4800,1250,1315
"3819","ruim",1,"própria",48,20,"solteira(o)","não","fixo",35,53,2000,1600,1100,1100
"3820","bom",0,"pais",60,24,"solteira(o)","não","meio período",35,111,3000,1200,850,1412
"3821","bom",10,"própria",24,50,"casada(o)","não","autônomo",60,200,NA,0,500,1131
"3822","bom",10,"própria",60,32,"casada(o)","não","fixo",60,160,4000,1800,1050,1303
"3823","ruim",2,"própria",60,30,"casada(o)","sim","autônomo",45,NA,5000,700,1000,2200
"3824","bom",16,"própria",60,32,"casada(o)","não","fixo",60,159,4000,0,1500,1736
